r,A,r_scaled,A_scaled
375,444375,0.75,1.7775
435,590382,0.87,2.361528
380,485184,0.76,1.940736
470,715716,0.94,2.862864
200,134400,0.4,0.5376
475,722000,0.95,2.888
395,493039,0.79,1.972156
315,333396,0.63,1.333584
285,256671,0.57,1.026684
345,347553,0.69,1.390212
270,236196,0.54,0.944784
450,648000,0.9,2.592
310,342116,0.62,1.368464
415,537342,0.83,2.149368
460,660192,0.92,2.640768
385,468391,0.77,1.873564
300,266400,0.6,1.0656
440,611776,0.88,2.447104
275,238975,0.55,0.9559
340,351424,0.68,1.405696
390,468468,0.78,1.873872
455,687323,0.91,2.749292
205,137842,0.41,0.551368
355,403280,0.71,1.61312
480,764928,0.96,3.059712
410,584988,0.82,2.339952
215,144222,0.43,0.576888
230,156584,0.46,0.626336
245,184877,0.49,0.739508
490,758716,0.98,3.034864
335,363609,0.67,1.454436
220,154880,0.44,0.61952
250,190000,0.5,0.76
350,421400,0.7,1.6856
290,272484,0.58,1.089936
370,432604,0.74,1.730416
325,346450,0.65,1.3858
295,285442,0.59,1.141768
330,357192,0.66,1.428768
495,754677,0.99,3.018708
225,135675,0.45,0.5427
235,159048,0.47,0.636192
55,9801,0.11,0.039204
155,82646,0.31,0.330584
170,83232,0.34,0.332928
100,33200,0.2,0.1328
85,22253,0.17,0.089012
110,35332,0.22,0.141328
140,62720,0.28,0.25088
115,43907,0.23,0.175628
90,23976,0.18,0.095904
135,57591,0.27,0.230364
125,49375,0.25,0.1975
185,110889,0.37,0.443556
65,13520,0.13,0.05408
165,88209,0.33,0.352836
95,28158,0.19,0.112632
50,8100,0.1,0.0324
75,17325,0.15,0.0693
175,98000,0.35,0.392
150,69300,0.3,0.2772
145,65598,0.29,0.262392
130,56108,0.26,0.224432
