r,A,r_scaled,A_scaled
221,153456,0.442,0.613824
262,215684,0.524,0.862736
283,251640,0.566,1.00656
285,255208,0.57,1.020832
458,659024,0.916,2.636096
438,602704,0.876,2.410816
315,311756,0.63,1.247024
351,387064,0.702,1.548256
381,456092,0.762,1.824368
440,608228,0.88,2.432912
256,205892,0.512,0.823568
361,409404,0.722,1.637616
258,209128,0.516,0.836512
497,775996,0.994,3.103984
304,290356,0.608,1.161424
455,650384,0.91,2.601536
439,605480,0.878,2.42192
286,257008,0.572,1.028032
463,673452,0.926,2.693808
377,446548,0.754,1.786192
378,448884,0.756,1.795536
475,708832,0.95,2.835328
265,220620,0.53,0.88248
382,458464,0.764,1.833856
420,554148,0.84,2.216592
442,613756,0.884,2.455024
424,564824,0.848,2.259296
386,468124,0.772,1.872496
348,380496,0.696,1.521984
387,470552,0.774,1.882208
367,423152,0.734,1.692608
405,515320,0.81,2.06128
277,241056,0.554,0.964224
208,135948,0.416,0.543792
269,227336,0.538,0.909344
343,369636,0.686,1.478544
217,147948,0.434,0.591792
327,335956,0.654,1.343824
337,356792,0.674,1.427168
253,201100,0.506,0.8044
232,169104,0.464,0.676416
320,321696,0.64,1.286784
205,132020,0.41,0.52808
456,653248,0.912,2.612992
300,282792,0.6,1.131168
282,249836,0.564,0.999344
271,230720,0.542,0.92288
318,317700,0.636,1.2708
415,541060,0.83,2.16424
427,572848,0.854,2.291392
247,191676,0.494,0.766704
284,253404,0.568,1.013616
468,688028,0.936,2.752112
359,404936,0.718,1.619744
388,472952,0.776,1.891808
489,751208,0.978,3.004832
466,682216,0.932,2.728864
485,738956,0.97,2.955824
419,551560,0.838,2.20624
472,699928,0.944,2.799712
281,248060,0.562,0.99224
274,235912,0.548,0.943648
383,460852,0.766,1.843408
402,507728,0.804,2.030912
275,237608,0.55,0.950432
350,384852,0.7,1.539408
349,382660,0.698,1.53064
395,490172,0.79,1.960688
412,533260,0.824,2.13304
496,772956,0.992,3.091824
454,647572,0.908,2.590288
357,400384,0.714,1.601536
276,239348,0.552,0.957392
257,207544,0.514,0.830176
433,589016,0.866,2.356064
317,315768,0.634,1.263072
270,229020,0.54,0.91608
230,166196,0.46,0.664784
363,413996,0.726,1.655984
484,735968,0.968,2.943872
238,177968,0.476,0.711872
369,427740,0.738,1.71096
314,309784,0.628,1.239136
460,664796,0.92,2.659184
293,269724,0.586,1.078896
267,223996,0.534,0.895984
494,766700,0.988,3.0668
207,134624,0.414,0.538496
272,232440,0.544,0.92976
432,586292,0.864,2.345168
251,197916,0.502,0.791664
263,217288,0.526,0.869152
493,763556,0.986,3.054224
233,170580,0.466,0.68232
292,267888,0.584,1.071552
321,323708,0.642,1.294832
394,487692,0.788,1.950768
204,130768,0.408,0.523072
364,416284,0.728,1.665136
322,325784,0.644,1.303136
354,393712,0.708,1.574848
268,225640,0.536,0.90256
425,567412,0.85,2.269648
224,157648,0.448,0.630592
290,264220,0.58,1.05688
234,171988,0.468,0.687952
334,350520,0.668,1.40208
408,522928,0.816,2.091712
326,333868,0.652,1.335472
