r,C,r_scaled,C_scaled
370,2449.88051789033,0.74,4.89976103578065
394,2609.07647738321,0.788,5.21815295476642
306,2024.57691065914,0.612,4.04915382131829
73,481.587878478681,0.146,0.963175756957363
451,2985.40952186593,0.902,5.97081904373186
74,487.244732728174,0.148,0.974489465456348
448,2966.09581336695,0.896,5.9321916267339
413,2735.30187412762,0.826,5.47060374825524
332,2197.42972440152,0.664,4.39485944880305
305,2018.92005640965,0.61,4.0378401128193
155,1025.11688245432,0.31,2.05023376490864
282,1865.38095116625,0.564,3.7307619023325
224,1481.04790668351,0.448,2.96209581336701
219,1448.07734393503,0.438,2.89615468787006
320,2117.83174465508,0.64,4.23566348931016
302,1999.60634791067,0.604,3.99921269582133
422,2793.24299962457,0.844,5.58648599924914
293,1939.3220766632,0.586,3.87864415332641
111,731.695526217007,0.222,1.46339105243401
244,1615.27330342792,0.488,3.23054660685585
368,2436.22366364084,0.736,4.87244732728167
238,1574.30274067945,0.476,3.14860548135889
100,660.09754647056,0.2,1.32019509294112
419,2773.92929112559,0.838,5.54785858225118
200,1321.85194719061,0.4,2.64370389438123
132,871.577777210916,0.264,1.74315555442183
468,3097.97806436085,0.936,6.19595612872169
481,3185.57604410728,0.962,6.37115208821457
300,1985.94949366117,0.6,3.97189898732235
257,1700.52813742386,0.514,3.40105627484773
411,2721.64501987813,0.822,5.44329003975626
94,619.126983722083,0.188,1.23825396744417
59,388.333044482742,0.118,0.776666088965484
359,2375.93939239338,0.718,4.75187878478676
157,1038.77373670381,0.314,2.07754747340762
362,2395.25310089236,0.724,4.79050620178473
147,970.489465456348,0.294,1.9409789309127
149,984.14631970584,0.298,1.96829263941168
456,3018.38008461441,0.912,6.03676016922881
301,1991.60634791067,0.602,3.98321269582133
158,1044.4305909533,0.316,2.08886118190661
373,2469.19422638931,0.746,4.93838845277862
60,393.989898732234,0.12,0.787979797464469
96,632.783837971575,0.192,1.26556767594315
85,561.185858225128,0.17,1.12237171645026
459,3040.0369388639,0.918,6.0800738777278
161,1063.74429945229,0.322,2.12748859890457
499,3303.80144085169,0.998,6.60760288170337
485,3210.54660685576,0.97,6.42109321371152
296,1958.63578516219,0.592,3.91727157032438
435,2880.84097937102,0.87,5.76168195874203
317,2098.5180361561,0.634,4.1970360723122
126,832.950360212946,0.252,1.66590072042589
90,594.156420973605,0.18,1.18831284194721
475,3144.60548135881,0.95,6.28921096271762
461,3051.35064736288,0.922,6.10270129472576
137,904.548339959393,0.274,1.80909667991879
264,1747.15555442183,0.528,3.49431110884367
184,1217.28340469569,0.368,2.43456680939138
177,1170.65598769772,0.354,2.34131197539544
271,1793.7829714198,0.542,3.58756594283961
462,3059.35064736288,0.924,6.11870129472576
66,434.960461480712,0.132,0.869920922961423
221,1461.73419818452,0.442,2.92346839636904
104,687.411254969545,0.208,1.37482250993909
63,415.646752981727,0.126,0.831293505963454
492,3257.17402385372,0.984,6.51434804770744
195,1288.88138444214,0.39,2.57776276888427
71,467.931024229189,0.142,0.935862048458378
245,1620.93015767742,0.49,3.24186031535483
352,2329.31197539542,0.704,4.65862395079084
277,1832.41038841777,0.554,3.66482077683555
312,2065.54747340762,0.624,4.13109494681524
410,2713.64501987813,0.82,5.42729003975625
117,772.666088965484,0.234,1.54533217793097
231,1527.67532368148,0.462,3.05535064736295
386,2554.44906038524,0.772,5.10889812077048
241,1593.61644917843,0.482,3.18723289835686
227,1502.704760933,0.454,3.005409521866
371,2455.53737213982,0.742,4.91107474427964
355,2350.96882964491,0.71,4.70193765928981
449,2971.75266761644,0.898,5.94350533523288
439,2905.81154211949,0.878,5.81162308423898
447,2960.43895911746,0.894,5.92087791823491
399,2642.04704013168,0.798,5.28409408026337
326,2158.80230740356,0.652,4.31760461480711
323,2137.14545315407,0.646,4.27429090630813
357,2362.28253814389,0.714,4.72456507628778
205,1354.82250993909,0.41,2.70964501987818
375,2482.8510806388,0.75,4.9657021612776
480,3177.57604410728,0.96,6.35515208821457
260,1719.84184592285,0.52,3.4396836918457
135,890.891485709901,0.27,1.7817829714198
166,1096.71486220076,0.332,2.19342972440153
240,1587.95959492894,0.48,3.17591918985788
50,328.04877323528,0.1,0.656097546470559
160,1058.08744520279,0.32,2.11617489040559
188,1242.25396744417,0.376,2.48450793488833
185,1222.94025894518,0.37,2.44588051789036
309,2043.89061915813,0.618,4.08778123831626
353,2337.31197539542,0.706,4.67462395079083
217,1434.42048968554,0.434,2.86884097937108
333,2203.08657865102,0.666,4.40617315730203
204,1349.1656556896,0.408,2.6983313113792
452,2993.40952186593,0.904,5.98681904373186
366,2422.56680939134,0.732,4.84513361878269
313,2071.20432765711,0.626,4.14240865531423
283,1873.38095116625,0.566,3.7467619023325
297,1966.63578516219,0.594,3.93327157032438
199,1316.19509294112,0.398,2.63239018588224
385,2548.79220613575,0.77,5.0975844122715
213,1409.44992693706,0.426,2.81889985387412
488,3232.20346110525,0.976,6.4644069222105
308,2038.23376490864,0.616,4.07646752981727
250,1653.90072042589,0.5,3.30780144085179
98,646.440692221067,0.196,1.29288138444213
218,1442.42048968554,0.436,2.88484097937108
121,799.979797464469,0.242,1.59995959492894
151,997.803173955333,0.302,1.99560634791067
212,1401.44992693706,0.424,2.80289985387412
395,2614.7333316327,0.79,5.2294666632654
207,1368.47936418858,0.414,2.73695872837717
374,2474.8510806388,0.748,4.9497021612776
261,1727.84184592285,0.522,3.4556836918457
113,745.352380466499,0.226,1.490704760933
101,665.754400720052,0.202,1.3315088014401
198,1310.53823869163,0.396,2.62107647738326
428,2834.21356237305,0.856,5.6684271247461
70,459.931024229189,0.14,0.919862048458378
314,2079.20432765711,0.628,4.15840865531423
80,528.215295476651,0.16,1.0564305909533
467,3092.32121011135,0.934,6.18464242022271
303,2005.26320216016,0.606,4.01052640432032
401,2655.70389438117,0.802,5.31140778876235
156,1030.77373670381,0.312,2.06154747340762
164,1083.05800795127,0.328,2.16611601590254
75,495.244732728174,0.15,0.990489465456347
97,640.783837971575,0.194,1.28156767594315
434,2872.84097937102,0.868,5.74568195874203
220,1456.07734393503,0.44,2.91215468787006
376,2488.50793488829,0.752,4.97701586977658
295,1952.9789309127,0.59,3.90595786182539
234,1546.98903218046,0.468,3.09397806436092
84,553.185858225128,0.168,1.10637171645026
339,2244.05714139949,0.678,4.48811428279898
444,2938.78210486797,0.888,5.87756420973593
328,2170.11601590254,0.656,4.34023203180508
61,401.989898732234,0.122,0.803979797464469
383,2535.13535188626,0.766,5.07027070377252
367,2430.56680939134,0.734,4.86113361878269
290,1920.00836816422,0.58,3.84001673632844
321,2123.48859890457,0.642,4.24697719780915
169,1118.37171645026,0.338,2.23674343290051
470,3111.63491861034,0.94,6.22326983722068
64,421.303607231219,0.128,0.842607214462438
287,1898.35151391473,0.574,3.79670302782945
165,1091.05800795127,0.33,2.18211601590254
364,2408.90995514185,0.728,4.81781991028371
209,1382.13621843808,0.418,2.76427243687615
127,838.607214462439,0.254,1.67721442892488
469,3105.97806436085,0.938,6.21195612872169
68,448.617315730204,0.136,0.897234631460408
361,2389.59624664287,0.722,4.77919249328574
377,2496.50793488829,0.754,4.99301586977658
329,2178.11601590254,0.658,4.35623203180508
446,2952.43895911746,0.892,5.90487791823491
438,2900.15468787,0.876,5.80030937574
356,2356.6256838944,0.712,4.7132513677888
491,3251.51716960423,0.982,6.50303433920846
382,2529.47849763677,0.764,5.05895699527353
223,1475.39105243401,0.446,2.95078210486803
406,2688.67445712965,0.812,5.3773489142593
82,539.529003975636,0.164,1.07905800795127
159,1050.08744520279,0.318,2.10017489040559
181,1195.6265504462,0.362,2.39125310089239
484,3204.88975260627,0.968,6.40977950521253
269,1780.12611717031,0.538,3.56025223434062
55,361.019335983757,0.11,0.722038671967514
248,1640.2438661764,0.496,3.2804877323528
266,1760.81240867133,0.532,3.52162481734265
211,1395.79307268757,0.422,2.79158614537514
346,2290.68455839745,0.692,4.58136911679491
146,964.832611206856,0.292,1.92966522241371
109,720.381817718022,0.218,1.44076363543604
239,1579.95959492894,0.478,3.15991918985788
194,1283.22453019264,0.388,2.56644906038529
93,613.47012947259,0.186,1.22694025894518
143,945.518902707871,0.286,1.89103780541574
196,1296.88138444214,0.392,2.59376276888427
58,382.676190233249,0.116,0.765352380466499
258,1706.18499167336,0.516,3.41236998334671
208,1376.47936418858,0.416,2.75295872837717
176,1162.65598769772,0.352,2.32531197539544
89,586.156420973605,0.178,1.17231284194721
432,2859.18412512152,0.864,5.71836825024305
190,1255.91082169366,0.38,2.51182164338732
203,1343.50880144011,0.406,2.68701760288021
487,3224.20346110525,0.974,6.4484069222105
396,2622.7333316327,0.792,5.2454666632654
206,1362.82250993909,0.412,2.72564501987818
87,574.842712474621,0.174,1.14968542494924
379,2507.82164338728,0.758,5.01564328677455
144,951.175756957363,0.288,1.90235151391473
129,852.264068711931,0.258,1.70452813742386
162,1071.74429945229,0.324,2.14348859890457
493,3265.17402385372,0.986,6.53034804770744
378,2502.16478913778,0.756,5.00432957827557
52,341.705627484772,0.104,0.683411254969544
280,1851.72409691676,0.56,3.70344819383351
327,2164.45916165305,0.654,4.3289183233061
334,2211.08657865101,0.668,4.42217315730203
214,1415.10678118655,0.428,2.83021356237311
136,898.891485709901,0.272,1.7977829714198
436,2886.49783362051,0.872,5.77299566724101
278,1840.41038841777,0.556,3.68082077683555
285,1887.03780541574,0.57,3.77407561083148
229,1514.01846943198,0.458,3.02803693886397
281,1859.72409691676,0.562,3.71944819383351
347,2296.34141264695,0.694,4.59268282529389
450,2979.75266761644,0.9,5.95950533523288
440,2913.81154211949,0.88,5.82762308423898
405,2680.67445712965,0.81,5.3613489142593
230,1522.01846943198,0.46,3.04403693886397
210,1387.79307268757,0.42,2.77558614537514
310,2051.89061915813,0.62,4.10378123831626
92,607.813275223098,0.184,1.2156265504462
116,767.009234715992,0.232,1.53401846943198
304,2010.92005640965,0.608,4.0218401128193
197,1302.53823869163,0.394,2.60507647738326
392,2595.41962313372,0.784,5.19083924626743
351,2323.65512114593,0.702,4.64731024229185
322,2131.48859890457,0.644,4.26297719780915
237,1568.64588642995,0.474,3.13729177285991
216,1428.76363543605,0.432,2.85752727087209
83,547.529003975636,0.166,1.09505800795127
186,1230.94025894518,0.372,2.46188051789036
476,3152.60548135881,0.952,6.30521096271762
358,2370.28253814389,0.716,4.74056507628778
498,3298.14458660219,0.996,6.59628917320439
429,2839.87041662254,0.858,5.67974083324508
345,2282.68455839745,0.69,4.56536911679491
427,2826.21356237305,0.854,5.6524271247461
343,2271.37084989847,0.686,4.54274169979694
496,3284.4877323527,0.992,6.56897546470541
384,2543.13535188626,0.768,5.08627070377251
201,1329.85194719061,0.402,2.65970389438123
53,347.362481734265,0.106,0.694724963468529
387,2562.44906038524,0.774,5.12489812077048
391,2587.41962313372,0.782,5.17483924626743
62,407.646752981727,0.124,0.815293505963454
445,2946.78210486797,0.89,5.89356420973593
341,2257.71399564898,0.682,4.51542799129796
408,2699.98816562864,0.816,5.39997633125727
69,454.274169979696,0.138,0.908548339959393
175,1156.99913344823,0.35,2.31399826689645
133,879.577777210916,0.266,1.75915555442183
267,1766.46926292082,0.534,3.53293852584164
174,1151.34227919873,0.348,2.30268455839747
242,1601.61644917843,0.484,3.20323289835686
262,1733.49870017234,0.524,3.46699740034468
464,3073.00750161237,0.928,6.14601500322474
299,1977.94949366117,0.598,3.95589898732235
363,2403.25310089236,0.726,4.80650620178472
412,2727.30187412762,0.824,5.45460374825524
171,1129.68542494924,0.342,2.25937084989848
142,937.518902707871,0.284,1.87503780541574
423,2801.24299962457,0.846,5.60248599924914
402,2661.36074863067,0.804,5.32272149726133
398,2634.04704013168,0.796,5.26809408026337
397,2628.39018588219,0.794,5.25678037176438
235,1554.98903218046,0.47,3.10997806436092
138,912.548339959393,0.276,1.82509667991879
325,2150.80230740356,0.65,4.30160461480711
500,3311.80144085169,1,6.62360288170337
425,2814.89985387406,0.85,5.62979970774813
430,2847.87041662254,0.86,5.69574083324508
288,1906.35151391473,0.576,3.81270302782945
232,1535.67532368148,0.464,3.07135064736295
105,693.068109219037,0.21,1.38613621843807
139,918.205194208886,0.278,1.83641038841777
426,2820.55670812356,0.852,5.64111341624711
369,2441.88051789033,0.738,4.88376103578065
