r,C,r_scaled,C_scaled
71,470.759451353936,0.142,0.941518902707871
489,3240.68874247964,0.978,6.48137748495927
178,1179.14126907195,0.356,2.3582825381439
343,2274.19927702315,0.686,4.54839855404631
95,629.95541084683,0.19,1.25991082169366
432,2862.01255224634,0.864,5.72402510449268
238,1577.13116780414,0.476,3.15426233560828
205,1357.65093706381,0.41,2.71530187412762
383,2537.963779011,0.766,5.075927558022
467,3095.14963723622,0.934,6.19029927447244
468,3100.80649148571,0.936,6.20161298297143
140,926.690475583125,0.28,1.85338095116625
242,1604.44487630312,0.484,3.20888975260625
180,1192.79812332144,0.36,2.38559624664289
483,3202.06132548166,0.966,6.40412265096333
332,2200.25815152619,0.664,4.40051630305239
354,2345.79725676961,0.708,4.69159451353921
426,2823.38513524836,0.852,5.64677027049673
360,2386.76781951809,0.72,4.77353563903617
289,1914.83679528889,0.578,3.82967359057778
356,2359.4541110191,0.712,4.7189082220382
126,835.778787337693,0.252,1.67155757467539
101,668.582827844799,0.202,1.3371656556896
200,1324.68037431534,0.4,2.64936074863068
103,682.239682094292,0.206,1.36447936418858
162,1074.57272657703,0.324,2.14914545315407
466,3089.49278298673,0.932,6.17898556597345
367,2433.39523651606,0.734,4.86679047303213
336,2227.57186002518,0.672,4.45514372005036
211,1398.62149981228,0.422,2.79724299962457
130,860.74935008617,0.26,1.72149870017234
267,1769.2976900455,0.534,3.53859538009099
233,1544.16060505567,0.466,3.08832121011134
335,2219.57186002518,0.67,4.43914372005036
348,2307.16983977163,0.696,4.61433967954327
191,1266.73924881839,0.382,2.53347849763678
325,2153.63073452822,0.65,4.30726146905645
128,849.435641587186,0.256,1.69887128317437
225,1491.87633380821,0.45,2.98375266761642
112,742.523953341754,0.224,1.48504790668351
499,3306.6298679766,0.998,6.61325973595319
62,410.475180106473,0.124,0.820950360212947
51,338.877200360026,0.102,0.677754400720053
419,2776.75771825039,0.838,5.55351543650077
216,1431.59206256076,0.432,2.86318412512151
231,1530.50375080618,0.462,3.06100750161235
457,3029.20851173926,0.914,6.05841702347852
283,1876.20937829092,0.566,3.75241875658184
207,1371.3077913133,0.414,2.7426155826266
72,476.416305603428,0.144,0.952832611206856
165,1093.88643507602,0.33,2.18777287015204
445,2949.6105319928,0.89,5.8992210639856
384,2545.963779011,0.768,5.09192755802201
307,2035.40533778381,0.614,4.07081067556762
