r,A,r_scaled,A_scaled
353,391496,0.706,1.565984
222,154780,0.444,0.61912
459,661916,0.918,2.647664
366,420836,0.732,1.683344
213,142556,0.426,0.570224
391,480280,0.782,1.92112
215,145232,0.43,0.580928
429,578212,0.858,2.312848
475,708832,0.95,2.835328
377,446548,0.754,1.786192
450,636160,0.9,2.54464
356,398184,0.712,1.592736
443,616532,0.886,2.466128
270,229020,0.54,0.91608
446,624948,0.892,2.499792
328,337960,0.656,1.35184
263,217288,0.526,0.869152
379,451224,0.758,1.804896
378,448884,0.756,1.795536
246,190120,0.492,0.76048
405,515320,0.81,2.06128
276,239348,0.552,0.957392
278,242820,0.556,0.97128
376,444160,0.752,1.77664
301,284644,0.602,1.138576
248,193236,0.496,0.772944
372,434780,0.744,1.73912
342,367480,0.684,1.46992
219,150692,0.438,0.602768
471,696972,0.942,2.787888
384,463304,0.768,1.853216
323,327760,0.646,1.31104
254,202744,0.508,0.810976
466,682216,0.932,2.728864
289,262376,0.578,1.049504
220,152088,0.44,0.608352
368,425488,0.736,1.701952
479,720844,0.958,2.883376
271,230720,0.542,0.92288
363,413996,0.726,1.655984
350,384852,0.7,1.539408
216,146604,0.432,0.586416
419,551560,0.838,2.20624
481,726896,0.962,2.907584
300,282792,0.6,1.131168
413,535856,0.826,2.143424
223,156264,0.446,0.625056
204,130768,0.408,0.523072
293,269724,0.586,1.078896
308,298032,0.616,1.192128
338,358916,0.676,1.435664
208,135948,0.416,0.543792
269,227336,0.538,0.909344
282,249836,0.564,0.999344
211,139916,0.422,0.559664
349,382660,0.698,1.53064
200,125676,0.4,0.502704
272,232440,0.544,0.92976
484,735968,0.968,2.943872
455,650384,0.91,2.601536
473,702856,0.946,2.811424
228,163340,0.456,0.65336
464,676408,0.928,2.705632
457,656172,0.914,2.624688
430,580872,0.86,2.323488
486,742064,0.972,2.968256
252,199496,0.504,0.797984
207,134624,0.414,0.538496
375,441788,0.75,1.767152
453,644680,0.906,2.57872
226,160480,0.452,0.64192
236,175004,0.472,0.700016
224,157648,0.448,0.630592
315,311756,0.63,1.247024
487,745120,0.974,2.98048
326,333868,0.652,1.335472
371,432440,0.742,1.72976
201,126928,0.402,0.507712
411,530740,0.822,2.12296
230,166196,0.46,0.664784
288,260600,0.576,1.0424
374,439408,0.748,1.757632
456,653248,0.912,2.612992
361,409404,0.722,1.637616
233,170580,0.466,0.68232
355,395956,0.71,1.583824
381,456092,0.762,1.824368
346,376148,0.692,1.504592
257,207544,0.514,0.830176
227,161892,0.454,0.647568
260,212376,0.52,0.849504
499,782268,0.998,3.129072
347,378340,0.694,1.51336
225,159068,0.45,0.636272
458,659024,0.916,2.636096
341,365284,0.682,1.461136
255,204296,0.51,0.817184
493,763556,0.986,3.054224
256,205892,0.512,0.823568
305,292288,0.61,1.169152
436,597264,0.872,2.389056
394,487692,0.788,1.950768
401,505216,0.802,2.020864
262,215684,0.524,0.862736
322,325784,0.644,1.303136
389,475452,0.778,1.901808
214,143868,0.428,0.575472
303,288408,0.606,1.153632
462,670556,0.924,2.682224
325,331864,0.65,1.327456
359,404936,0.718,1.619744
497,775996,0.994,3.103984
235,173512,0.47,0.694048
441,611000,0.882,2.444
314,309784,0.628,1.239136
468,688028,0.936,2.752112
491,757396,0.982,3.029584
280,246288,0.56,0.985152
426,570148,0.852,2.280592
327,335956,0.654,1.343824
209,137208,0.418,0.548832
318,317700,0.636,1.2708
357,400384,0.714,1.601536
329,340076,0.658,1.360304
285,255208,0.57,1.020832
335,352580,0.67,1.41032
447,627768,0.894,2.511072
435,594504,0.87,2.378016
261,214036,0.522,0.856144
203,129488,0.406,0.517952
454,647572,0.908,2.590288
423,562164,0.846,2.248656
292,267888,0.584,1.071552
234,171988,0.468,0.687952
467,685144,0.934,2.740576
295,273428,0.59,1.093712
449,633372,0.898,2.533488
488,748172,0.976,2.992688
265,220620,0.53,0.88248
410,528112,0.82,2.112448
383,460852,0.766,1.843408
331,344184,0.662,1.376736
217,147948,0.434,0.591792
402,507728,0.804,2.030912
422,559488,0.844,2.237952
474,705868,0.948,2.823472
448,630548,0.896,2.522192
385,465696,0.77,1.862784
416,543696,0.832,2.174784
367,423152,0.734,1.692608
279,244580,0.558,0.97832
431,583644,0.862,2.334576
206,133344,0.412,0.533376
485,738956,0.97,2.955824
294,271520,0.588,1.08608
465,679356,0.93,2.717424
362,411632,0.724,1.646528
239,179412,0.478,0.717648
392,482756,0.784,1.931024
336,354680,0.672,1.41872
291,266064,0.582,1.064256
297,277128,0.594,1.108512
343,369636,0.686,1.478544
264,218964,0.528,0.875856
476,711828,0.952,2.847312
496,772956,0.992,3.091824
202,128196,0.404,0.512784
472,699928,0.944,2.799712
244,187068,0.488,0.748272
397,495204,0.794,1.980816
360,407188,0.72,1.628752
284,253404,0.568,1.013616
253,201100,0.506,0.8044
393,485200,0.786,1.9408
427,572848,0.854,2.291392
408,522928,0.816,2.091712
290,264220,0.58,1.05688
478,717824,0.956,2.871296
249,194824,0.498,0.779296
258,209128,0.516,0.836512
310,301916,0.62,1.207664
273,234148,0.546,0.936592
212,141192,0.424,0.564768
500,785456,1,3.141824
482,729924,0.964,2.919696
365,418576,0.73,1.674304
313,307788,0.626,1.231152
333,348372,0.666,1.393488
240,180960,0.48,0.72384
316,313724,0.632,1.254896
470,694032,0.94,2.776128
332,346292,0.664,1.385168
460,664796,0.92,2.659184
421,556856,0.842,2.227424
221,153456,0.442,0.613824
245,188604,0.49,0.754416
428,575548,0.856,2.302192
324,329804,0.648,1.319216
242,184028,0.484,0.736112
424,564824,0.848,2.259296
480,723804,0.96,2.895216
251,197916,0.502,0.791664
339,361072,0.678,1.444288
364,416284,0.728,1.665136
477,714868,0.954,2.859472
395,490172,0.79,1.960688
445,622156,0.89,2.488624
334,350520,0.668,1.40208
438,602704,0.876,2.410816
373,437112,0.746,1.748448
170,90824,0.34,0.363296
149,69748,0.298,0.278992
73,16752,0.146,0.067008
141,62456,0.282,0.249824
98,30172,0.196,0.120688
115,41564,0.23,0.166256
161,81440,0.322,0.32576
180,101780,0.36,0.40712
113,40128,0.226,0.160512
96,28968,0.192,0.115872
104,33992,0.208,0.135968
139,60728,0.278,0.242912
55,9500,0.11,0.038
60,11304,0.12,0.045216
122,46792,0.244,0.187168
54,9176,0.108,0.036704
197,121900,0.394,0.4876
154,74484,0.308,0.297936
156,76472,0.312,0.305888
93,27192,0.186,0.108768
85,22704,0.17,0.090816
171,91860,0.342,0.36744
87,23784,0.174,0.095136
62,12096,0.124,0.048384
103,33332,0.206,0.133328
91,26008,0.182,0.104032
74,17200,0.148,0.0688
119,44512,0.238,0.178048
153,73568,0.306,0.294272
116,42272,0.232,0.169088
193,117032,0.386,0.468128
110,38024,0.22,0.152096
72,16292,0.144,0.065168
61,11684,0.122,0.046736
102,32688,0.204,0.130752
70,15380,0.14,0.06152
79,19616,0.158,0.078464
179,100668,0.358,0.402672
131,53924,0.262,0.215696
127,50696,0.254,0.202784
162,82452,0.324,0.329808
189,112248,0.378,0.448992
168,88700,0.336,0.3548
118,43748,0.236,0.174992
108,36624,0.216,0.146496
100,31428,0.2,0.125712
128,51468,0.256,0.205872
53,8820,0.106,0.03528
166,86556,0.332,0.346224
56,9856,0.112,0.039424
66,13692,0.132,0.054768
159,79416,0.318,0.317664
68,14536,0.136,0.058144
186,108720,0.372,0.43488
181,102920,0.362,0.41168
78,19116,0.156,0.076464
142,63344,0.284,0.253376
125,49080,0.25,0.19632
143,64284,0.286,0.257136
175,96224,0.35,0.384896
81,20636,0.162,0.082544
132,54756,0.264,0.219024
121,46008,0.242,0.184032
155,75496,0.31,0.301984
63,12492,0.126,0.049968
196,120692,0.392,0.482768
129,52276,0.258,0.209104
92,26612,0.184,0.106448
158,78456,0.316,0.313824
134,56428,0.268,0.225712
77,18624,0.154,0.074496
187,109888,0.374,0.439552
157,77452,0.314,0.309808
107,35976,0.214,0.143904
133,55576,0.266,0.222304
114,40860,0.228,0.16344
140,61572,0.28,0.246288
185,107556,0.37,0.430224
194,118276,0.388,0.473104
138,59848,0.276,0.239392
59,10960,0.118,0.04384
84,22172,0.168,0.088688
130,53096,0.26,0.212384
192,115816,0.384,0.463264
109,37340,0.218,0.14936
183,105204,0.366,0.420816
146,66964,0.292,0.267856
137,58972,0.274,0.235888
136,58128,0.272,0.232512
164,84504,0.328,0.338016
88,24344,0.176,0.097376
67,14108,0.134,0.056432
86,23236,0.172,0.092944
167,87624,0.334,0.350496
95,28372,0.19,0.113488
173,94056,0.346,0.376224
69,14964,0.138,0.059856
71,15856,0.142,0.063424
50,7860,0.1,0.03144
89,24884,0.178,0.099536
111,38704,0.222,0.154816
82,21128,0.164,0.084512
101,32052,0.202,0.128208
188,111044,0.376,0.444176
178,99552,0.356,0.398208
