r,A,r_scaled,A_scaled
388,472952,0.776,1.891808
210,138536,0.42,0.554144
418,548920,0.836,2.19568
490,754296,0.98,3.017184
399,500200,0.798,2.0008
339,361072,0.678,1.444288
315,311756,0.63,1.247024
264,218964,0.528,0.875856
340,363176,0.68,1.452704
410,528112,0.82,2.112448
268,225640,0.536,0.90256
349,382660,0.698,1.53064
333,348372,0.666,1.393488
322,325784,0.644,1.303136
363,413996,0.726,1.655984
310,301916,0.62,1.207664
230,166196,0.46,0.664784
234,171988,0.468,0.687952
311,303848,0.622,1.215392
259,210764,0.518,0.843056
447,627768,0.894,2.511072
464,676408,0.928,2.705632
484,735968,0.968,2.943872
257,207544,0.514,0.830176
208,135948,0.416,0.543792
489,751208,0.978,3.004832
497,775996,0.994,3.103984
439,605480,0.878,2.42192
312,305844,0.624,1.223376
347,378340,0.694,1.51336
372,434780,0.744,1.73912
383,460852,0.766,1.843408
375,441788,0.75,1.767152
364,416284,0.728,1.665136
241,182512,0.482,0.730048
475,708832,0.95,2.835328
378,448884,0.756,1.795536
231,167652,0.462,0.670608
282,249836,0.564,0.999344
272,232440,0.544,0.92976
202,128196,0.404,0.512784
462,670556,0.924,2.682224
373,437112,0.746,1.748448
266,222304,0.532,0.889216
359,404936,0.718,1.619744
358,402684,0.716,1.610736
238,177968,0.476,0.711872
291,266064,0.582,1.064256
444,619336,0.888,2.477344
332,346292,0.664,1.385168
448,630548,0.896,2.522192
397,495204,0.794,1.980816
427,572848,0.854,2.291392
279,244580,0.558,0.97832
244,187068,0.488,0.748272
239,179412,0.478,0.717648
297,277128,0.594,1.108512
247,191676,0.494,0.766704
409,525556,0.818,2.102224
362,411632,0.724,1.646528
451,638988,0.902,2.555952
348,380496,0.696,1.521984
276,239348,0.552,0.957392
225,159068,0.45,0.636272
478,717824,0.956,2.871296
417,546292,0.834,2.185168
335,352580,0.67,1.41032
204,130768,0.408,0.523072
477,714868,0.954,2.859472
236,175004,0.472,0.700016
414,538468,0.828,2.153872
468,688028,0.936,2.752112
251,197916,0.502,0.791664
205,132020,0.41,0.52808
431,583644,0.862,2.334576
293,269724,0.586,1.078896
298,279004,0.596,1.116016
250,196364,0.5,0.785456
303,288408,0.606,1.153632
483,732920,0.966,2.93168
473,702856,0.946,2.811424
460,664796,0.92,2.659184
346,376148,0.692,1.504592
222,154780,0.444,0.61912
419,551560,0.838,2.20624
275,237608,0.55,0.950432
289,262376,0.578,1.049504
365,418576,0.73,1.674304
407,520408,0.814,2.081632
412,533260,0.824,2.13304
343,369636,0.686,1.478544
249,194824,0.498,0.779296
425,567412,0.85,2.269648
233,170580,0.466,0.68232
387,470552,0.774,1.882208
226,160480,0.452,0.64192
370,430112,0.74,1.720448
368,425488,0.736,1.701952
377,446548,0.754,1.786192
371,432440,0.742,1.72976
479,720844,0.958,2.883376
321,323708,0.642,1.294832
351,387064,0.702,1.548256
495,769848,0.99,3.079392
269,227336,0.538,0.909344
445,622156,0.89,2.488624
463,673452,0.926,2.693808
263,217288,0.526,0.869152
215,145232,0.43,0.580928
211,139916,0.422,0.559664
262,215684,0.524,0.862736
472,699928,0.944,2.799712
353,391496,0.706,1.565984
381,456092,0.762,1.824368
330,342140,0.66,1.36856
492,760464,0.984,3.041856
453,644680,0.906,2.57872
498,779152,0.996,3.116608
401,505216,0.802,2.020864
467,685144,0.934,2.740576
318,317700,0.636,1.2708
237,176488,0.474,0.705952
433,589016,0.866,2.356064
344,371756,0.688,1.487024
379,451224,0.758,1.804896
392,482756,0.784,1.931024
243,185520,0.486,0.74208
265,220620,0.53,0.88248
434,591732,0.868,2.366928
337,356792,0.674,1.427168
385,465696,0.77,1.862784
294,271520,0.588,1.08608
461,667648,0.922,2.670592
440,608228,0.88,2.432912
360,407188,0.72,1.628752
394,487692,0.788,1.950768
216,146604,0.432,0.586416
245,188604,0.49,0.754416
470,694032,0.94,2.776128
267,223996,0.534,0.895984
320,321696,0.64,1.286784
413,535856,0.826,2.143424
201,126928,0.402,0.507712
305,292288,0.61,1.169152
465,679356,0.93,2.717424
255,204296,0.51,0.817184
423,562164,0.846,2.248656
405,515320,0.81,2.06128
357,400384,0.714,1.601536
471,696972,0.942,2.787888
480,723804,0.96,2.895216
352,389284,0.704,1.557136
271,230720,0.542,0.92288
428,575548,0.856,2.302192
499,782268,0.998,3.129072
450,636160,0.9,2.54464
369,427740,0.738,1.71096
328,337960,0.656,1.35184
327,335956,0.654,1.343824
421,556856,0.842,2.227424
426,570148,0.852,2.280592
308,298032,0.616,1.192128
474,705868,0.948,2.823472
224,157648,0.448,0.630592
338,358916,0.676,1.435664
261,214036,0.522,0.856144
380,453668,0.76,1.814672
457,656172,0.914,2.624688
466,682216,0.932,2.728864
493,763556,0.986,3.054224
290,264220,0.58,1.05688
481,726896,0.962,2.907584
487,745120,0.974,2.98048
307,296092,0.614,1.184368
438,602704,0.876,2.410816
329,340076,0.658,1.360304
252,199496,0.504,0.797984
454,647572,0.908,2.590288
336,354680,0.672,1.41872
