r,A,r_scaled,A_scaled
330,338316,0.66,1.353264
410,551368,0.82,2.205472
370,449032,0.74,1.796128
205,135600.666666667,0.41,0.542402666666667
415,528156.666666667,0.83,2.11262666666667
280,242517.333333333,0.56,0.970069333333333
325,319691.666666667,0.65,1.27876666666667
315,306936,0.63,1.227744
435,570198,0.87,2.280792
235,170093,0.47,0.680372
450,631800,0.9,2.5272
445,609917,0.89,2.439668
385,468391,0.77,1.873564
210,139944,0.42,0.559776
485,768401.666666667,0.97,3.07360666666667
400,512000,0.8,2.048
245,194481,0.49,0.777924
490,771521.333333333,0.98,3.08608533333333
275,227883.333333333,0.55,0.911533333333333
470,712770.666666667,0.94,2.85108266666667
375,453750,0.75,1.815
225,162675,0.45,0.6507
340,366837.333333333,0.68,1.46734933333333
220,152944,0.44,0.611776
230,161521.333333333,0.46,0.646085333333333
265,226592.666666667,0.53,0.906370666666667
355,403280,0.71,1.61312
305,286517,0.61,1.146068
255,208080,0.51,0.83232
240,178176,0.48,0.712704
350,380566.666666667,0.7,1.52226666666667
295,278480,0.59,1.11392
465,674622,0.93,2.698488
270,235224,0.54,0.940896
395,507601.333333333,0.79,2.03040533333333
500,803333.333333333,1,3.21333333333333
390,476580,0.78,1.90632
365,408556.666666667,0.73,1.63422666666667
420,543312,0.84,2.173248
260,211813.333333333,0.52,0.847253333333333
320,311296,0.64,1.245184
425,570775,0.85,2.2831
50,7833.33333333333,0.1,0.0313333333333333
145,65598,0.29,0.262392
200,124800,0.4,0.4992
110,37106.6666666667,0.22,0.148426666666667
120,46656,0.24,0.186624
130,51150.6666666667,0.26,0.204602666666667
195,123708,0.39,0.494832
140,62197.3333333333,0.28,0.248789333333333
80,19968,0.16,0.079872
75,17400,0.15,0.0696
65,13689,0.13,0.054756
175,100858.333333333,0.35,0.403433333333333
70,15353.3333333333,0.14,0.0614133333333333
170,86700,0.34,0.3468
85,22734.6666666667,0.17,0.0909386666666667
150,71700,0.3,0.2868
115,41967.3333333333,0.23,0.167869333333333
180,101520,0.36,0.40608
105,35280,0.21,0.14112
160,76800,0.32,0.3072
190,113113.333333333,0.38,0.452453333333333
