x,y,t
0.709777196268447,0.516691604404101,1
0.390342606413338,0.639974515717465,1
0.737164419953322,0.501909806161146,1
0.402127963212378,0.687513194367063,1
0.443433236071576,0.463569245517053,1
0.568990745846643,0.572390215272266,1
0.408312150467333,0.673996317979878,1
0.396271917687856,0.352856724221658,1
0.441520835478567,0.496696843065646,1
0.618255480946161,0.675808741560117,1
0.444757612163554,0.292564174296597,1
0.707124791437352,0.466808382639107,1
0.460092586213766,0.550724779046478,1
0.471402937300225,0.499759444268308,1
0.447642456017268,0.31553910314829,1
0.566689214933053,0.306530714643435,1
0.687417461391267,0.525668483472275,1
0.569356845956928,0.529898295425763,1
0.617582495146237,0.296354877434836,1
0.535762868605444,0.387132571724771,1
0.312832127936572,0.478019596300097,1
0.421186167942912,0.412010033341129,1
0.625288942654286,0.611252459516401,1
0.51400620560814,0.40731018148703,1
0.48300094599044,0.445179697333453,1
0.542754690881239,0.492383601838901,1
0.333652740499774,0.323367979993749,1
0.424868219264256,0.299018470244025,1
0.501010864740708,0.586425686528173,1
0.5144278209258,0.291181094148746,1
0.3291130458606,0.536082286171653,1
0.324340662138695,0.627574365412618,1
0.448404471133093,0.525592495932054,1
0.676159244345575,0.611940834490555,1
0.449951085005864,0.40135595360834,1
0.682668872495493,0.389821194293826,1
0.695499125260627,0.543644716750665,1
0.364183165302585,0.624376588326123,1
0.676422938088152,0.368579569909992,1
0.389557275171185,0.617781223551268,1
0.462493782147064,0.468655339660428,1
0.440817161202811,0.714374069922778,1
0.693445300074967,0.450162931555027,1
0.489803121187632,0.713471051637768,1
0.337687633623224,0.548843698831668,1
0.691699497723812,0.607681432090551,1
0.411628890508613,0.60848248033248,1
0.617269498117859,0.353289787356411,1
0.463380735117654,0.615513858672005,1
0.41667386350067,0.363355761097444,1
0.526187876018783,0.603678266333266,1
0.582140425956873,0.71450374448416,1
0.324760383611899,0.375188048172364,1
0.504829440500973,0.32300387803605,1
0.644354575613679,0.615833414539617,1
0.54879634573534,0.737723550171463,1
0.455287430181768,0.715641569679436,1
0.463786070451041,0.467445556292052,1
0.725258325098668,0.472294706605512,1
0.344773427278164,0.62774156342621,1
0.551650341391401,0.707346998484501,1
0.464469670068691,0.723391604480982,1
0.370342048988837,0.381270189481448,1
0.311651467025118,0.643715681342276,1
0.337157101527395,0.317931687141737,1
0.564488841949258,0.717749471179093,1
0.38804395514915,0.37694414769157,1
0.336024089407187,0.393727784694046,1
0.324944372440197,0.584770138182105,1
0.628764860624804,0.361933204513943,1
0.491561658443679,0.653727815325245,1
0.273925662633928,0.397310804295033,1
0.689487698343344,0.652835385246591,1
