r,A,r_scaled,A_scaled
490,763838.133333333,0.98,3.05535253333333
215,145886.1,0.43,0.5835444
340,361750.933333333,0.68,1.44700373333333
300,282360,0.6,1.12944
240,182169.6,0.48,0.7286784
280,249416.533333333,0.56,0.997666133333333
305,293586.9,0.61,1.1743476
290,264074,0.58,1.056296
235,173259.233333333,0.47,0.693036933333333
250,193833.333333333,0.5,0.775333333333333
405,511539.3,0.81,2.0461572
200,125760,0.4,0.50304
230,165259.6,0.46,0.6610384
465,672027.3,0.93,2.6881092
315,309978.9,0.63,1.2399156
205,131510.233333333,0.41,0.526040933333333
415,548594.033333333,0.83,2.19437613333333
320,318941.866666667,0.64,1.27576746666667
430,584777.066666667,0.86,2.33910826666667
370,421469.466666667,0.74,1.68587786666667
225,158355,0.45,0.63342
460,661884.8,0.92,2.6475392
285,254505,0.57,1.01802
455,651438.666666667,0.91,2.60575466666667
275,236454.166666667,0.55,0.945816666666667
400,503253.333333333,0.8,2.01301333333333
270,230169.6,0.54,0.9206784
470,691269.733333333,0.94,2.76507893333333
330,343978.8,0.66,1.3759152
220,153653.866666667,0.44,0.614615466666667
485,734215.633333333,0.97,2.93686253333333
395,489086.366666667,0.79,1.95634546666667
390,480838.8,0.78,1.9233552
440,604032,0.88,2.416128
495,776892.6,0.99,3.1075704
445,624966.9,0.89,2.4998676
410,528730.533333333,0.82,2.11492213333333
425,572220,0.85,2.28888
265,220974.666666667,0.53,0.883898666666667
255,201837.6,0.51,0.8073504
335,351787.966666667,0.67,1.40715186666667
450,627210,0.9,2.50884
190,111861.866666667,0.38,0.447447466666667
50,7843.33333333333,0.1,0.0313733333333333
65,13514.3666666667,0.13,0.0540574666666667
180,101174.4,0.36,0.4046976
75,17692.5,0.15,0.07077
120,45254.4,0.24,0.1810176
150,69510,0.3,0.27804
110,38090.8,0.22,0.1523632
115,41350.1666666667,0.23,0.165400666666667
160,80998.4,0.32,0.3239936
100,31120,0.2,0.12448
140,61517.8666666667,0.28,0.246071466666667
80,20488.5333333333,0.16,0.0819541333333333
135,56424.6,0.27,0.2256984
185,107329.6,0.37,0.4293184
85,22513.1,0.17,0.0900524
145,66607.2,0.29,0.2664288
130,53111.0666666667,0.26,0.212444266666667
125,48854.1666666667,0.25,0.195416666666667
175,95019.1666666667,0.35,0.380076666666667
90,25876.8,0.18,0.1035072
