r,A,r_scaled,A_scaled
355,383116,0.71,1.532464
435,597951,0.87,2.391804
255,202878,0.51,0.811512
370,432604,0.74,1.730416
400,499200,0.8,1.9968
245,177674,0.49,0.710696
335,359120,0.67,1.43648
295,281961,0.59,1.127844
490,768320,0.98,3.07328
345,371358,0.69,1.485432
440,580800,0.88,2.3232
285,256671,0.57,1.026684
465,674622,0.93,2.698488
235,178929,0.47,0.715716
280,257152,0.56,1.028608
360,404352,0.72,1.617408
250,205000,0.5,0.82
325,321100,0.65,1.2844
330,317988,0.66,1.271952
265,224720,0.53,0.89888
410,544644,0.82,2.178576
320,299008,0.64,1.196032
260,208208,0.52,0.832832
340,369920,0.68,1.47968
480,755712,0.96,3.022848
375,438750,0.75,1.755
470,689208,0.94,2.756832
220,156816,0.44,0.627264
485,743311,0.97,2.973244
240,191232,0.48,0.764928
500,710000,1,2.84
395,511762,0.79,2.047048
275,245025,0.55,0.9801
200,128000,0.4,0.512
365,436978,0.73,1.747912
445,649522,0.89,2.598088
415,530453,0.83,2.121812
425,549100,0.85,2.1964
230,175628,0.46,0.702512
450,607500,0.9,2.43
350,392000,0.7,1.568
205,139523,0.41,0.558092
90,25920,0.18,0.10368
85,22831,0.17,0.091324
195,120159,0.39,0.480636
75,17325,0.15,0.0693
165,83853,0.33,0.335412
185,110889,0.37,0.443556
130,54080,0.26,0.21632
140,61152,0.28,0.244608
95,27797,0.19,0.111188
170,95948,0.34,0.383792
70,13916,0.14,0.055664
100,31600,0.2,0.1264
150,70200,0.3,0.2808
160,77824,0.32,0.311296
55,9680,0.11,0.03872
175,91875,0.35,0.3675
125,50000,0.25,0.2
120,45504,0.24,0.182016
110,35332,0.22,0.141328
105,37926,0.21,0.151704
135,53946,0.27,0.215784
