r,C,r_scaled,C_scaled
477,3161.09076273318,0.954,6.32218152546637
342,2266.19927702315,0.684,4.53239855404631
499,3306.6298679766,0.998,6.61325973595319
302,2002.43477503533,0.604,4.00486955007067
155,1027.94530957906,0.31,2.05589061915813
175,1159.82756057297,0.35,2.31965512114594
284,1881.86623254041,0.568,3.76373246508083
412,2730.13030125241,0.824,5.46026060250481
460,3048.52222023825,0.92,6.09704444047649
128,849.435641587186,0.256,1.69887128317437
61,404.818325856981,0.122,0.809636651713962
250,1656.72914755058,0.5,3.31345829510116
156,1033.60216382856,0.312,2.06720432765711
102,676.582827844799,0.204,1.3531656556896
339,2246.88556852417,0.678,4.49377113704833
315,2087.68960903127,0.63,4.17537921806254
385,2551.6206332605,0.77,5.10324126652099
145,962.00418408211,0.29,1.92400836816422
317,2101.34646328076,0.634,4.20269292656152
236,1563.47431355465,0.472,3.1269486271093
233,1544.16060505567,0.466,3.08832121011134
99,657.269119345814,0.198,1.31453823869163
283,1876.20937829092,0.566,3.75241875658184
146,967.661038331602,0.292,1.9353220766632
267,1769.2976900455,0.534,3.53859538009099
89,588.984848098352,0.178,1.1779696961967
421,2790.41457249988,0.842,5.58082914499976
292,1934.15050378787,0.584,3.86830100757575
185,1225.76868606992,0.37,2.45153737213983
121,802.808224589216,0.242,1.60561644917843
357,2365.11096526859,0.714,4.73022193053719
300,1988.77792078584,0.6,3.97755584157168
55,363.847763108504,0.11,0.727695526217007
328,2172.94444302721,0.656,4.34588888605442
343,2274.19927702315,0.686,4.54839855404631
95,629.95541084683,0.19,1.25991082169366
290,1922.83679528889,0.58,3.84567359057778
379,2510.65007051201,0.758,5.02130014102402
374,2477.67950776353,0.748,4.95535901552706
224,1483.87633380821,0.448,2.96775266761642
130,860.74935008617,0.26,1.72149870017234
434,2875.66940649584,0.868,5.75133881299167
368,2439.05209076556,0.736,4.87810418153111
487,3227.03188823014,0.974,6.45406377646029
264,1749.98398154651,0.528,3.49996796309303
345,2285.51298552214,0.69,4.57102597104428
220,1458.90577105974,0.44,2.91781154211947
424,2809.72828099887,0.848,5.61945656199774
279,1848.89566979194,0.558,3.69779133958388
453,3001.89480324027,0.906,6.00378960648054
198,1313.36666581635,0.396,2.62673333163271
90,596.984848098352,0.18,1.1939696961967
235,1557.81745930516,0.47,3.11563491861032
416,2757.4440097514,0.832,5.51488801950279
314,2082.03275478178,0.628,4.16406550956355
443,2935.95367774331,0.886,5.87190735548661
180,1192.79812332144,0.36,2.38559624664289
