r,A,r_scaled,A_scaled
230,166196,0.92,2.659136
145,66076,0.58,1.057216
175,96224,0.7,1.539584
155,75496,0.62,1.207936
180,101780,0.72,1.62848
120,45244,0.48,0.723904
215,145232,0.86,2.323712
130,53096,0.52,0.849536
195,119488,0.78,1.911808
100,31428,0.4,0.502848
125,49080,0.5,0.78528
225,159068,0.9,2.545088
250,196364,1,3.141824
235,173512,0.94,2.776192
170,90824,0.68,1.453184
205,132020,0.82,2.11232
245,188604,0.98,3.017664
190,113424,0.76,1.814784
105,34664,0.42,0.554624
240,180960,0.96,2.89536
200,125676,0.8,2.010816
55,9500,0.22,0.152
65,13264,0.26,0.212224
75,17692,0.3,0.283072
90,25448,0.36,0.407168
70,15380,0.28,0.24608
85,22704,0.34,0.363264
95,28372,0.38,0.453952
