r,A,r_scaled,A_scaled
335,352790.51,0.67,1.41116204
210,138332.88,0.42,0.55333152
330,345822.84,0.66,1.38329136
415,538099.79,0.83,2.15239916
310,301138.96,0.62,1.20455584
220,152498.72,0.44,0.60999488
320,323256.32,0.64,1.29302528
350,386659,0.7,1.546636
440,609452.8,0.88,2.4378112
200,125856,0.4,0.503424
425,567090.25,0.85,2.268361
470,694421.24,0.94,2.77768496
305,294963.67,0.61,1.17985468
345,373119.57,0.69,1.49247828
420,553119.84,0.84,2.21247936
230,166719.64,0.46,0.66687856
445,618946.94,0.89,2.47578776
485,738418.32,0.97,2.95367328
480,727695.36,0.96,2.91078144
450,641439,0.9,2.565756
375,442068.75,0.75,1.768275
340,363538.88,0.68,1.45415552
390,476620.56,0.78,1.90648224
475,706838,0.95,2.827352
410,528573.64,0.82,2.11429456
395,491041.88,0.79,1.96416752
365,420244.94,0.73,1.68097976
435,595074.78,0.87,2.38029912
270,229168.44,0.54,0.91667376
235,174753.99,0.47,0.69901596
245,187013.89,0.49,0.74805556
275,238460.75,0.55,0.953843
260,214670.56,0.52,0.85868224
460,672126.24,0.92,2.68850496
500,783400,1,3.1336
280,247963.52,0.56,0.99185408
380,451105.6,0.76,1.8044224
430,578737,0.86,2.314948
465,680849.28,0.93,2.72339712
315,313511.31,0.63,1.25404524
240,180656.64,0.48,0.72262656
300,283284,0.6,1.133136
175,95611.25,0.35,0.382445
110,38100.48,0.22,0.15240192
190,114119.32,0.38,0.45647728
140,60987.36,0.28,0.24394944
185,107206.39,0.37,0.42882556
70,15450.68,0.14,0.06180272
75,17626.5,0.15,0.070506
90,25686.72,0.18,0.10274688
180,101463.84,0.36,0.40585536
50,7835,0.1,0.03134
170,90376.08,0.34,0.36150432
145,65732.56,0.29,0.26293024
105,34887.51,0.21,0.13955004
125,48931.25,0.25,0.195725
95,28150.78,0.19,0.11260312
100,31524,0.2,0.126096
55,9517.86,0.11,0.03807144
135,57241.08,0.27,0.22896432
115,40997.5,0.23,0.16399
155,75496.16,0.31,0.30198464
65,13229.32,0.13,0.05291728
